GEO.id,GEOID,GEO.display-label,LaborForceParticipationRate,LaborForceParticipationRate-MOE,EmploymentRate,EmploymentRate-MOE,UnemploymentRate,UnemploymentRate-MOE,FemaleLaborForceParticipation,FemaleLaborForceParticipation-MOE,FemaleCivilianEmployment,FemaleCivilianEmployment-MOE,CommutingToWork-DrivingAlone,CommutingToWork-DrivingAlone-MOE,CommutingToWork-Carpool,CommutingToWork-Carpool-MOE,CommutingToWork-PublicTransit,CommutingToWork-PublicTransit,CommutingToWork-Walked,CommutingToWork-Walked-MOE,CommutingToWork-Other,CommutingToWork-Other-MOE,CommutingToWork-Home,CommutingToWork-Home-MOE,PrivateWageSalary,PrivateWageSalary-MOE,"Income<10,000","Income<10,000-MOE",Income10k-15k,Income10k-15k-MOE,Income15k-25k,Income15k-25k-MOE,Income25k-35k,Income25k-35k-MOE,Income35k-50k,Income35k-50k-MOE,Income50k-75k,Income50k-75k-MOE,Income75k-100k,Income75k-100k-MOE,Income100k-150k,Income100k-150k-MOE,Income150k-200k,Income150k-200k-MOE,Income200K+,Income200K+-MOE,MedianHouseholdIncome,MedianHouseholdIncome-MOE,MeanHouseholdIncome,MeanHouseholdIncome-MOE,HouseholdsWithEarnings,HouseholdsWithEarnings-MOE,HouseholdsMeanEarnings,HouseholdsMeanEarnings-MOE,HouseholdsWSS,HouseholdsWSS-MOE,HouseholdsMeanSSIncome,HouseholdsMeanSSIncome-MOE,HouseholdsWPublicAssistanceIncome,HouseholdsWPublicAssistanceIncome-MOE,HouseholdsMeanPublicAssistanceIncome,HouseholdsMeanPublicAssistanceIncome-MOE,HouseholdsWFoodStampSNAPBenefits,HouseholdsWFoodStampSNAPBenefits-MOE,FamiliesIncome<10k,FamiliesIncome<10k-MOE,FamiliesIncome10k-15k,FamiliesIncome10k-15k-MOE,FamiliesIncome15k-25k,FamiliesIncome15k-25k-MOE,FamiliesIncome25k-35k,FamiliesIncome25k-35k-MOE,FamiliesIncome35k-50k,FamiliesIncome35k-50k-MOE,FamiliesIncome50k-75k,FamiliesIncome50k-75k-MOE,FamiliesIncome75k-100k,FamiliesIncome75k-100k-MOE,FamiliesIncome100k-150k,FamiliesIncome100k-150k-MOE,FamiliesIncome150k-200k,FamiliesIncome150k-200k-MOE,FamiliesIncome200k+,FamiliesIncome200k+-MOE,FamiliesMedianIncome,FamiliesMedianIncome-MOE,FamiliesMeanIncome,FamiliesMeanIncome-MOE,FamiliesPerCaptiaIncome,FamiliesPerCaptiaIncome-MOE,NonFamilyHouseholdsMedianIncome,NonFamilyHouseholdsMedianIncome-MOE,NonFamilyHouseholdsMeanIncome,NonFamilyHouseholdsMeanIncome-MOE,MedianWorkerEarnings,MedianWorkerEarnings-MOE,HealthInsuranceCoverage,HealthInsuranceCoverage-MOE,HealthInsuranceCoverage-Private,HealthInsuranceCoverage-Private-MOE,HealthInsuranceCoverage-Public,HealthInsuranceCoverage-Public-MOE,FamiliesBelowPovertyLevel,FamiliesBelowPovertyLevel-MOE,MarriedCouplesBelowPovertyLevel,MarriedCouplesBelowPovertyLevel-MOE,PeopleIncomeBelowPovertyLevel,PeopleIncomeBelowPovertyLevel-MOE,ChildrenUnderPovertyLevel,ChildrenUnderPovertyLevel-MOE
1400000US17031803007,17031803007,"Census Tract 8030.07, Cook County, Illinois",70.3,5.5,68.2,5.5,2.1,1.6,67.7,7.3,65.4,7.6,93,2.8,2.3,1.8,2.4,2.1,0,1,0,1,2.2,2.5,87.2,4.1,2.9,2.3,5,4.2,4.9,4,4.6,2.8,4.7,2.8,12.7,5.1,13.4,5.2,23.5,5.8,13.7,5.1,14.4,5,103400,9329,119960,14477,81.7,6.4,125156,16532,30.3,6.7,21715,3231,2.6,3,,,4.3,3.8,0,1.9,0,1.9,1,1.6,2.5,2.2,5.7,3.7,11.1,5.4,14.8,6.5,28.9,7.3,17.8,6.9,18.2,6.4,122917,19578,140068,16320,50788,6454,32188,22674,70704,27512,51865,4160,95.3,3.5,82.7,5.1,26.5,4.6,0,1.9,0,2.1,2.2,1.3,0,3.4
1400000US17031803008,17031803008,"Census Tract 8030.08, Cook County, Illinois",67.6,4.4,65,4.5,2.6,1.4,62.9,5.9,60.5,6,80.5,3.9,2,1.3,10,3.3,0.8,1,0.9,1.4,6,2.7,87,3.5,3,2,2.2,1.7,2.4,2,2.6,2,11.9,3.9,12.1,4.4,12.7,4.5,23.1,5.5,14,4.1,16,4.9,102063,5240,121434,10906,79.9,5,125081,12555,28.7,3.7,25457,2862,0.6,0.7,,,6,4.8,2.1,1.8,0.6,1,0.4,0.7,0.9,1.4,11.3,4.3,11.9,4.7,12.4,4.9,26.7,6.7,14.7,4.4,19,5.8,110435,13892,133674,13119,44973,4380,42000,16747,55549,21088,52894,7774,97.4,1.6,86.9,4,26,5,2.8,2,2.1,1.9,3.1,1.4,0,2.4
1400000US17031803010,17031803010,"Census Tract 8030.10, Cook County, Illinois",74,4,71.1,4.1,2.9,1.7,68.9,4.4,68.6,4.5,83.4,4.5,5.8,3.4,5.6,2.3,0,0.9,0.5,0.6,4.6,2.3,85.7,3.7,1.6,1.6,2.8,2.3,5.6,2.9,7.3,3.2,5.7,2.5,11.1,4.1,13.1,5.3,20.4,5.3,18.6,4.7,13.8,4.7,106667,15659,120301,11129,85.1,3.8,121375,12595,27.9,3.6,23124,2438,1.6,1.3,7597,7156,2.7,1.9,1.3,1.7,1.2,1.4,3.1,2.5,4,3,4.3,3.2,8.6,3.2,12.2,5.4,25.2,6.9,23.6,6.1,16.4,5.4,123341,9925,139599,14460,46222,4208,71150,33116,71807,15324,55833,8114,95.7,2.2,87.1,4.3,21.3,3.1,3.7,2.8,0.7,1.1,4.8,3.2,5.3,5.3
1400000US17031803012,17031803012,"Census Tract 8030.12, Cook County, Illinois",76.6,6.3,71.9,6.6,4.7,2.9,76.5,7.4,72.9,7.6,81.7,8.5,8.8,7.4,0.6,1.1,1.2,1.4,1.5,2.3,6.2,3.5,86.9,5.1,2.7,2.4,1.8,2.1,10.3,6.6,9.5,4.7,4.9,3.1,21.6,5.6,18.9,8.6,10.1,5.5,14,5.7,6.2,4.2,74375,10275,90231,8932,83.2,6.3,93048,8647,18,5,19228,2528,0.9,1.5,,,12.4,6,0,5.4,1.8,2.9,5.7,6.8,6.1,4.8,0,5.4,16.4,8.3,20.4,12.1,16,8.7,21.8,11,11.9,8.2,99688,24883,119424,16423,39009,4531,53077,9524,55687,9319,42891,9686,93.9,3.3,74.8,5.7,25.1,6.6,1.8,2.9,2.4,3.9,2.7,1.7,0,6.1
1400000US17031803013,17031803013,"Census Tract 8030.13, Cook County, Illinois",67.6,4.5,63.5,4.5,4,2.3,63.7,6,61.7,6.4,84.4,4.9,5.9,3.4,1.8,1.6,0.4,0.7,0.5,0.8,6.9,4,88.1,3.8,6.6,3.8,0.6,0.9,6.4,3.5,8.7,3.7,12.7,5.1,14.2,4.1,13.6,4.5,19.5,5.8,8.5,4.6,9.3,3.8,81500,16979,98253,12165,77.7,4.5,104503,16419,36.3,6.1,19241,1994,2.7,1.9,1762,1505,4.7,2.8,2.8,2.8,0.9,1.3,3.8,3.1,6.7,4.1,11.1,5.7,15.5,5.2,10.9,5.2,22.6,7.6,11.9,6.6,13.9,5.5,96618,11707,119447,17824,40781,4987,47988,11622,55465,9525,43000,6811,96.1,1.6,77.8,5.5,31.9,5.6,3.7,3.1,2,2.4,5.1,2.8,4,5.1
1400000US17031803014,17031803014,"Census Tract 8030.14, Cook County, Illinois",73.5,4.3,69.3,4.7,4.3,2.4,66.6,7.7,62.1,8,77.3,5.2,11.3,5.1,4,2.8,1.3,1,1.5,1.3,4.6,2.5,91.1,3.9,3.8,3.1,2.4,1.7,11.6,4.7,5.4,3.8,16,6.4,18.8,6.1,11.6,4.5,15.9,4.8,4.7,3.1,9.8,4,60708,9561,90525,11752,89.5,4.4,86922,10934,19.8,4.2,21396,3611,1.7,1.6,1217,902,10.5,4.4,2.3,3.5,0,2.9,7.4,4.1,5.1,4.6,13.6,5.9,17.8,6.9,14,6.2,22.3,6.7,5.9,4.5,11.6,4.5,80179,10777,107310,14913,36950,4961,36683,8504,51058,16441,39028,4858,81.3,5.9,61.6,6.7,29.2,5.9,4.9,4.2,2.7,3.8,7.6,4.4,10.1,10.1
1400000US17031803015,17031803015,"Census Tract 8030.15, Cook County, Illinois",67.6,3.7,64.8,4.2,2.3,1.3,60.6,5.3,58,6,80.1,5.4,8.3,4.5,2.1,1.7,2.5,1.4,1.3,1.1,5.8,2.7,89.5,3.5,3.7,2.7,4,2.3,7.4,3.4,5.8,2.9,8.8,3.2,19.4,5.3,13.8,3.6,14.1,4.2,10,3,13,3.5,75825,4632,106674,11266,76.3,4.2,112056,15722,31.8,4.7,21187,1915,2.1,1.6,7046,5033,5.4,2.5,0,2.3,4.2,3.3,1.2,1.2,7.1,4.3,5,2.6,18.4,5.7,12.5,4.6,17.3,5.6,13.6,4.7,20.8,5.8,106786,23571,137748,19247,48010,5772,49844,8182,55219,6508,51038,5304,96.1,1.9,76.3,5.4,33,4,4.2,3.3,2.8,3.3,4,1.9,2.8,3.6
1400000US17031803016,17031803016,"Census Tract 8030.16, Cook County, Illinois",68.5,4.1,66.3,4,2.1,1.4,54.3,7.3,51.3,6.7,66.9,6.4,14.2,5.7,9.3,3.7,1.4,1.2,1.2,1,7.1,3.1,88.5,3.9,0.6,0.8,0.4,0.9,4.2,3.6,3,2.1,7.2,4.4,16.5,5.8,20.2,5.4,21.6,5.2,18.5,5.5,7.8,3.3,96106,8243,120454,14110,90.1,3.4,117720,16241,20.7,3.7,27360,3693,1.4,1.3,6231,3462,3.6,2,0.7,1,0.5,1,4.4,4.2,2.1,2,5.3,4.4,16.1,6.2,19.7,5,22.2,5.6,21.2,6.3,7.8,3.6,101033,11733,127027,16942,42432,5076,77946,14073,85481,15241,61902,11791,93,3.7,85.9,5.7,16,3.2,3.7,4.1,3.9,4.3,4.4,4.6,6.7,8.4
1400000US17031803017,17031803017,"Census Tract 8030.17, Cook County, Illinois",73.2,4.9,72.1,5.1,1.1,0.7,68.1,6.7,66.5,6.8,78.4,5.6,8.7,4.8,8.1,3.2,0.6,0.9,0,0.7,4.2,2.3,85.5,5,1.1,1.2,1.6,1.8,7.3,3.2,6.7,3.2,9,4.5,15.6,5.6,15.8,5,19.8,6,10.2,4.3,12.7,4.2,84760,10415,115364,15653,85,4.3,109684,12354,17.7,4.8,22548,3560,1.3,1.6,,,5.4,3.5,0.8,1.2,2.6,2.8,1.3,2.1,5,3.5,5.3,3.6,11.9,5.5,13.4,4.7,28.1,8.7,14.2,6.5,17.4,6.6,104934,16185,130108,16053,50333,7380,65167,20645,90392,32296,50000,6930,94.7,2.3,81.2,4.5,23.4,4.6,3.4,3.1,2.9,3.1,4.9,2.4,2,3.1
1400000US17031803100,17031803100,"Census Tract 8031, Cook County, Illinois",65.7,5.8,64,5.7,1.8,1.3,55.2,7.2,54.2,7.3,77.2,5.4,5,3,9.9,3.2,1.9,2,0.8,1,5.1,2.4,81.4,5.9,3.4,3.4,2.5,2.4,1.3,1.5,3.9,2.5,11.1,5,11.1,4.5,8.1,3.7,24.4,5.6,13.7,4.4,20.5,5.6,115395,9883,144251,17067,86.8,4.4,144699,17497,26.6,4.2,22753,3664,0.7,1.1,,,1.1,1.3,0.6,1,0,2.9,0,2.9,3,2.4,8.1,4,9.1,4.8,8.3,4.4,27.2,7,17,5.8,26.6,7.2,141750,17122,171066,20715,51402,6252,40556,12172,54230,14065,60506,7833,97.1,2.1,88.4,4,17.1,2.9,0.6,1,0,3.3,2.7,1.6,0.7,0.9
1400000US17031803200,17031803200,"Census Tract 8032, Cook County, Illinois",52.7,4.2,48.9,3.9,3.8,2.1,42.4,5.8,39,5.8,77.3,5.9,5.6,4.1,6.4,2.9,2.3,2.4,1.7,1.8,6.7,4.2,81.3,6.7,1,1.2,4.2,3.6,9.6,4.6,7.4,4.2,11.2,4.1,16.7,6.6,10.6,4.1,19.5,5.5,9.4,3.8,10.6,3.8,75284,13737,100766,12104,59.3,4.9,123219,19249,48,4.5,20496,2283,0.5,0.8,,,2.4,2,1.4,2.1,0,2.2,0.9,1.5,0,2.2,6.2,3.9,16.7,8.3,11.2,6.1,31.2,9.1,16.2,6.9,16.2,6.3,127634,25087,140025,19379,45337,5135,41000,12091,54304,11440,50184,6154,98.1,1.9,88.2,4.1,33.7,4.4,1.4,2.1,1.6,2.4,2.3,1.8,0,2.4
1400000US17031803300,17031803300,"Census Tract 8033, Cook County, Illinois",70.7,3.2,67.6,3.6,3.1,1.9,58.3,5.4,54.1,5.8,75.5,5.8,1.7,2,14,4.6,3.9,2.6,1.7,2,3.2,2,82.6,5.6,6.3,2.2,1.2,2,6.3,3.5,6.2,3.1,7.9,3,10.7,4.8,13.7,4.8,23.4,6.1,14.1,4.7,10.1,3.5,91620,12657,107895,9962,77.2,4.1,116058,10855,24.4,4.9,16664,2735,1.7,1.3,2255,1729,9.3,3.3,0,1.9,0,1.9,0.8,1.3,1.8,2.1,10.8,5.3,9.1,5.2,10.2,6.9,32.5,9.7,20.2,8.1,14.5,5.8,126853,17003,137444,15128,52723,5500,67767,14067,76547,13348,56086,11728,93.2,4.4,81.1,5.6,22.2,3.1,0,1.9,0,2,5.8,2.1,0,2.9
1400000US17031803400,17031803400,"Census Tract 8034, Cook County, Illinois",69.6,3.6,66.3,3.8,3.2,2,64.8,5.6,63,5.5,74.6,6,2.8,2.2,10.1,4.2,1.3,1.4,2.5,2,8.7,4.5,83.5,4.9,4.2,3.7,0.8,1.2,2.9,2.4,4.1,2.8,8.6,3.2,13,4.3,6.7,3.5,27.4,6.1,8.9,4.1,23.6,6,117235,20908,167972,36642,82.6,4.6,173096,40167,28.9,5.3,23547,3484,0,1.2,,,4.9,3.8,0,1.6,0,1.6,3,2.8,1,1.6,7.2,3.8,11.7,5,7.8,4.2,30,7.6,9.1,4.6,30.3,7.8,138633,7961,199511,47227,61238,12913,48387,18570,64432,15764,58688,6680,95.3,3.2,88,4.2,20,3.9,0.9,1.5,1,1.6,4.6,3,4.1,5.2
1400000US17031803500,17031803500,"Census Tract 8035, Cook County, Illinois",65.3,5.1,61.6,4.8,3.7,2,56.4,5.9,54.5,5.9,71.3,6.2,8.8,4.4,6.4,3,1.9,1.8,1.2,1.4,10.4,3.9,84.5,5.5,2.4,2,4.8,3.7,10.2,3.7,6.1,3.6,6.4,2.8,9.3,3.4,8.9,3.6,17.8,5.3,12.5,4.7,21.7,5.3,102188,15388,121967,12525,69.6,4.4,139721,16648,41,4.8,20055,1902,0.8,1.3,,,2.4,2,1.1,1.8,3.9,4.3,2.3,2.1,4.2,4,3.6,3,10.4,4.7,9.6,5.1,20,6.5,18.3,6.9,26.5,7.5,140707,24498,140725,14864,47468,5096,35650,13320,81817,33324,50857,4187,98.6,1.3,88.7,3.4,22.6,2.9,5,4.6,5.9,5.4,6.7,4.3,5.4,8.2
1400000US17031803603,17031803603,"Census Tract 8036.03, Cook County, Illinois",68,4.3,66.3,4.4,1.7,1.4,62.2,7.9,62.2,7.9,80.7,5,4.6,2.9,6.1,2.5,0.4,0.7,0,0.8,8.2,3.9,89.5,3.3,1.5,1.9,1.3,1.5,1.9,1.7,4.6,3.6,5.7,3.8,7.4,4.5,8,4.8,21.2,6.1,18,6.5,30.5,6.1,145069,26626,189112,29016,85.6,4.2,188875,33286,30,4.9,24940,3481,0,1.2,,,1.6,1.6,0,1.5,0.8,1.3,1.5,1.7,1.8,1.7,5.1,3.8,4.6,2.9,5.8,3.9,24.5,7,19.2,6.3,36.6,7.7,163790,15147,215248,36862,67006,10253,56364,23677,66193,20401,62685,18767,96.9,2.1,87.1,3.3,20.9,2.6,0.8,1.3,0.9,1.4,2.3,2.2,2.1,3.4
1400000US17031803604,17031803604,"Census Tract 8036.04, Cook County, Illinois",63.9,4.2,61.7,4.3,2.2,1.7,59.2,5,58.2,4.9,79.7,5.7,5.2,2.9,8.4,3.6,0.4,0.6,0.9,1.1,5.3,3,89.3,3.6,1.6,1.4,1.9,1.7,8.2,3.8,9.2,4.7,12.4,3.7,20.8,5.3,14.2,4.2,12.7,3.6,11.4,3.8,7.7,3.7,70625,8646,90747,10137,81.1,4,91989,10944,30.1,4.4,18557,2097,0,1.5,,,7.5,3.7,1,1.5,1.6,2.1,1.7,2,11.1,7.1,7.2,3.5,15.6,6.2,18,6.2,19.2,5.7,15.3,5.7,9.4,4.9,91538,13137,107085,13158,40201,4805,52260,10642,69708,14401,44096,6221,94.4,3,78.9,7.5,27.6,5.5,3.5,3,4.3,3.6,4.3,2.4,4.4,4.8
1400000US17031803605,17031803605,"Census Tract 8036.05, Cook County, Illinois",72.4,3.9,68.2,4,4.2,1.9,64,5.8,58.8,6,77.5,5.6,10,4.3,6.9,2.9,0,0.7,0.7,0.8,5,2.3,82.4,4,4.6,2.4,3.2,2.4,5.3,2.9,4.3,2.9,12.5,4.8,13.2,5.9,9.2,4,19.5,5,14,4.4,14.2,4.4,96917,17049,111606,10087,84.1,4,111802,10997,24.2,3.1,23529,3161,1.8,1.7,958,571,7.5,3.3,0.9,1.5,1.8,2.1,5.3,3.8,2.5,2.7,10.9,5.8,15.5,7.5,11.4,5.2,20.4,5.7,15.9,5.6,15.3,4.8,102578,10597,118616,8620,40962,4379,49042,6340,90332,27596,41035,6355,91.1,4.5,68.9,5.8,29.9,6.1,6.2,3.5,7.1,3.9,10.6,4.9,18.5,13.8
1400000US17031803606,17031803606,"Census Tract 8036.06, Cook County, Illinois",77.9,4.2,73.6,4.3,4.3,1.9,66.5,7.5,61.3,7.4,63.8,9.8,24,8.2,1.5,1.5,6.9,5.7,0.7,0.9,3.2,3,89.6,3.1,4.4,2.7,5.1,3.1,11.9,5,13.1,5.5,10.7,4.7,24.1,7.1,16.3,6,11.4,5.1,2.1,2.4,1,1.5,55481,7702,59090,5576,90.6,2.8,60794,5949,9.5,2.5,21252,4146,3.7,3.2,2707,1134,15.5,5.5,5.6,3.9,3.5,3.4,10,5.6,13.1,7.1,10.8,5.8,23.1,8.6,15.2,7.7,15.4,7,3.2,3.7,0,1.5,58448,9665,60737,7992,18789,2082,51167,10733,55160,9777,26843,2984,70.7,6.5,41.2,7.5,32.7,5.4,24.2,7.8,24.3,10.8,23.8,7.3,36.1,12.4
1400000US17031803607,17031803607,"Census Tract 8036.07, Cook County, Illinois",73.1,3.1,70.1,3.5,3,1.3,66,4.5,64.4,4.7,79.8,4.7,10.2,4.9,4.5,1.8,0.7,0.7,0.9,1,4,2.1,80.4,4.8,1,1.1,0.4,0.8,0.9,1.1,2.2,1.6,8.2,3.4,13.8,4.5,17.5,5.1,29.5,5,18.8,4.5,7.6,2.6,105568,2859,115791,6020,86.7,3.4,110331,6272,25.6,3.1,22937,3609,0.4,0.7,,,0.4,0.7,0.6,1,0.6,0.9,0,1.9,1.6,1.5,5.2,2.9,10.6,5.1,17.7,5.6,30.6,5.8,24.4,5.9,8.6,3.4,115221,15411,126244,8066,43624,2285,59444,12591,73152,12952,52714,2991,96,2.2,88.3,3.6,20.9,3.3,1.3,1.3,0.8,1.2,2.7,2,2.9,4.2
1400000US17031803608,17031803608,"Census Tract 8036.08, Cook County, Illinois",70.2,3.5,66.9,3.8,3.3,1.4,62.8,6.2,61,6.3,79.8,6.7,9.1,4.8,2.2,1.7,2.5,2.3,0.6,0.9,5.8,3.3,86.9,4.1,4,3.7,3.8,2.2,7.8,4.3,5.4,2.8,14.6,4.8,20.6,5.5,8.3,3.4,13.4,4.6,4.6,2.8,17.5,4.5,67899,7920,130391,24291,86.1,3.5,134683,26848,20.5,4.9,20852,3305,0.8,0.9,,,9.8,4.6,5.1,5.1,3.3,2.6,8.5,5.5,4.1,3.3,12.8,5.3,11.8,5.3,8.2,3.7,15.4,5.4,6.6,3.9,24.2,6.3,89688,17231,155623,33871,50435,9290,52320,4853,65441,18090,44600,5726,93.1,2.8,73.3,6.8,28.6,5.2,12.6,6.2,10.4,6.5,12.1,6.3,19.1,13.2
1400000US17031803610,17031803610,"Census Tract 8036.10, Cook County, Illinois",72.9,3.9,70.1,3.7,2.8,1.7,70.3,5.5,68.6,5.5,81.2,5.6,8.1,4.5,3.7,2.1,2.7,2.6,0.5,0.8,3.8,1.9,84.9,4.5,5.7,3.2,1.8,2.2,5.3,2.7,4.6,2.9,17.7,5.2,16,5,13.6,4.2,17.7,4.2,5.6,2.4,12,4.9,72703,13879,96982,11021,88.5,3.3,98366,12499,12.9,3,25578,4747,2.3,2,1997,1155,5.3,3.4,0,1.4,3.2,3.9,4.1,3,4,4.1,11.7,5.9,13.5,6.4,14.1,5.9,22,6.3,8.6,3.8,18.9,7.7,99375,13779,122475,17904,40865,4839,46141,7880,56648,8763,42333,5970,89.2,3.3,76.5,5.3,17.7,4,6.5,4.5,2.3,2.5,11.8,4.7,17.9,11.8
1400000US17031803611,17031803611,"Census Tract 8036.11, Cook County, Illinois",80.7,4.4,74.7,6.3,6.1,3.9,74.6,6.6,69.4,8.2,70.4,6.2,19.7,7.2,3.3,2.2,1.1,1.7,1.5,1.7,4.1,3.3,90.1,4.3,1.1,1.6,1.6,2.5,7.6,5.1,16.9,6,18.8,6.8,22.2,7,10,4.3,15.1,5.3,5.1,3.8,1.8,1.9,53583,9834,95355,45047,91.8,3.8,95325,49110,16.5,4.3,18248,3057,1.7,1.9,,,11.7,5.4,4.5,5.1,2.3,3.6,8,6,14.6,7.7,15.4,8.6,20.1,7.7,10,5.5,16.6,6,6,4.6,2.6,2.8,57209,15770,110029,65031,34810,16407,49018,9646,59688,10568,27782,3505,78.1,6.4,52.2,7.7,32.2,6.2,10.1,5.9,0,2.8,14.3,7.2,22.6,14.8
1400000US17031803612,17031803612,"Census Tract 8036.12, Cook County, Illinois",79.7,5.4,76.7,5.6,3,2.3,70,8.3,66.6,8.8,77,7.6,16.5,6.1,0.6,0.6,1.4,2.1,1.3,1.4,3.3,2.6,92.2,4.2,4.6,4,0.8,1.3,6.5,3.4,12.3,5.6,22.9,6.8,25.5,8,13.7,6.4,12.7,5.4,1,1.1,0,2.1,53210,5396,59134,4928,94.9,3.8,59260,4581,7.8,2.8,20533,6857,2.9,3,,,19.7,6.3,5.4,5.7,0,3.7,13.6,6.9,11.4,7.4,22.5,9.5,25.6,10.2,12.1,8.6,8.7,5.3,0.7,1.5,0,3.7,48266,8839,53567,6232,22156,2533,53591,5295,59883,9853,29084,4047,69.9,7.8,40.8,7.7,34.1,5.7,21.3,8.9,12.4,8.2,26.1,9.4,43.5,16.9
1400000US17031803701,17031803701,"Census Tract 8037.01, Cook County, Illinois",76.6,6.2,73.5,6.6,2.7,1.6,69.4,7.7,67.9,7.7,71.9,9.8,10.9,10.9,7,3.4,0.6,0.7,1.3,1.2,8.3,3.6,90.4,3.7,4.3,4.6,2.7,2.9,7.2,3.1,9,4.9,5,3,16.1,5.1,11.9,4.9,21,6,14.5,5.2,8.4,3.7,90938,16972,103700,13443,82,6.2,109418,14764,22.1,4.2,19620,2680,1.5,1.7,,,6,5.3,0,4.2,0,4.2,3.9,3.4,2,3.2,2.6,3,10.1,7.8,8.7,5.9,26.7,9.1,29.6,9.9,16.4,7.7,144176,10056,151430,22880,52344,6239,51987,11719,59900,9559,53045,3561,94.5,2.8,83.8,5.6,22.1,5.8,1.6,2.5,0,5.1,6,5.4,3.4,4.9
1400000US17031803702,17031803702,"Census Tract 8037.02, Cook County, Illinois",73.9,4.6,70.8,4.9,3.2,2.4,67.7,6.1,64.7,6.7,83.2,4,4.4,2.3,8,3.3,0.3,0.5,0.5,0.8,3.7,2.2,78.3,5.8,3.4,3.5,1.5,1.4,7.3,3.6,2.7,1.8,16.9,4.8,11.9,4,10.4,5.1,21.1,5.4,10.6,4.2,14.2,5.3,90972,17075,116079,14832,85.6,4.6,116509,16101,23.4,4.4,21298,2719,3.5,3.7,4630,3900,4.4,3.5,3.5,5.5,0.8,1.4,2.3,2.1,0,1.7,10.3,4.5,7.8,4.4,14.7,8.2,27,7.9,16,6.2,17.6,7.8,116458,17585,143264,23865,50746,7450,46188,3597,72338,13021,49838,8097,89.3,6.9,81.6,7,19.5,4.7,5.1,5.7,0,2.2,6.4,4.4,3.1,4.9
1400000US17031803800,17031803800,"Census Tract 8038, Cook County, Illinois",71,3.1,68.5,3.2,2.5,1.5,62.2,5.1,60.2,5.4,82.8,4.1,8.3,3.2,3.5,1.7,1.2,1.4,0.8,0.9,3.3,1.8,83,4.6,4.9,3.7,1.4,1.7,4.6,1.9,7.4,2.9,11.7,5.5,15.7,3.7,13.5,4.8,22.1,4.8,10.1,3.7,8.5,3.3,83500,10075,99017,9116,83.7,3.7,99957,10096,26.8,3.3,20434,2319,0.6,0.9,,,3.5,2,2.4,3.6,2.1,2.6,1.6,1.8,4.2,3,6.7,4.4,16.5,4.7,13.9,5.7,24.9,6.9,15,5.2,12.7,4.8,108077,17458,120183,10961,38110,3254,47065,4920,53930,8438,42411,3644,96.4,2.1,83.4,4.5,24.2,3.7,5.4,4.8,5.3,5.3,7.1,4.8,7.8,8.5
1400000US17031803901,17031803901,"Census Tract 8039.01, Cook County, Illinois",66.9,5.4,61.4,4.8,5.5,3.2,60,7.5,55.9,6.3,78.7,6.1,8.6,3.9,6.3,3.1,2.5,2.9,0.7,0.8,3.2,2.5,85,4.2,6.6,4.7,1.1,1.2,7.1,4.4,12.5,4.6,9.3,3.6,21.6,5.2,12,3.8,17.1,4.7,6.3,3.3,6.4,2.9,65442,5499,89675,15855,69.4,6.3,105109,21171,33.2,6.2,19119,2361,0.5,0.9,,,5.3,3.3,0,3.4,1,1.6,2.1,2.6,12.5,6.6,5.4,3.7,18.3,7.1,15.1,5.7,21.5,7.2,11.5,6.3,12.6,6,94853,10454,128586,32675,44639,8104,49896,13331,52533,7463,51052,5629,94.4,2.6,79.1,6,27,5.9,3.7,3.8,4.7,4.7,10.3,6.8,20,20.3
1400000US17031803902,17031803902,"Census Tract 8039.02, Cook County, Illinois",75.7,3.7,72.9,3.9,2.8,2.1,65.3,5.8,64.7,6.1,75,8.3,10.3,4.9,3.3,2.8,1.5,1.5,1.8,1.7,8.1,7.7,81.5,5.9,2.5,2.1,2.1,2,6.5,3.6,4.8,3.3,10.9,5.2,18.7,6.6,13.3,5.2,19.6,6.9,9.4,3.9,12.1,6.2,86036,13745,99920,10281,77.3,4.3,113089,14335,24.5,3.8,22438,2415,2.4,3.1,,,1.2,1.8,0,3.1,2.4,2.7,0.9,1.4,1.8,2,11.3,7.2,16.2,7.5,13.6,6.1,25.9,8.7,14,5.8,14,7.6,106806,16233,117745,14239,38407,5132,45398,14793,59407,23699,45612,6863,89.9,5.7,78,6.9,23.7,6,2.4,2.7,1.8,2.7,5.6,4,5.8,6.6
1400000US17031804000,17031804000,"Census Tract 8040, Cook County, Illinois",61.9,3.7,58.6,4,3.3,1.3,51.9,5.6,50,5.6,79.1,7.3,12.1,5.3,2.4,1.6,0,0.1,2.6,2.6,3.7,2.4,84.7,4,2.6,1.5,0.5,0.8,8.1,2.8,9.4,3.8,12.3,4.2,26.4,4.9,10.2,3.1,21.3,5,6.8,2.8,2.3,1.7,62746,4667,77944,5538,77.3,4.1,77970,5546,35.6,5,20165,2142,2.2,1.9,2431,1057,4.5,2.3,2.4,2.1,0,2.3,2.3,2.2,6.8,4.6,10.7,4.4,26,6.8,13.1,4.5,25,6.5,10.5,4.4,3.1,2.5,78600,11485,90731,7506,32743,2184,50580,10347,58740,7663,40400,3534,93.5,2.7,75.8,4.3,30.8,3.9,2.8,2.3,2.4,2.3,4.2,2.8,5.6,7.2
